Border,Date,Measure,Value,Average
US-Canada Border,10/01/2012 12:00:00 AM,Rail Containers Empty,13287297,5582772
US-Mexico Border,10/01/2012 12:00:00 AM,Buses,6746914,3494864
US-Canada Border,10/01/2012 12:00:00 AM,Buses,6729561,3486794
US-Mexico Border,10/01/2012 12:00:00 AM,Train Passengers,4364763,2170071
US-Canada Border,10/01/2012 12:00:00 AM,Train Passengers,4364470,2164626
US-Mexico Border,10/01/2012 12:00:00 AM,Trains,662512,340005
US-Canada Border,10/01/2012 12:00:00 AM,Trains,661706,339205
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,4225754887,2337718622
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,4216484789,2333010302
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicles,1897428805,987635567
US-Canada Border,09/01/2012 12:00:00 AM,Personal Vehicles,1892296326,985366756
US-Mexico Border,09/01/2012 12:00:00 AM,Pedestrians,764422157,385899751
US-Canada Border,09/01/2012 12:00:00 AM,Pedestrians,761295133,384955805
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Full,122310756,57462373
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Full,122052014,57300656
US-Mexico Border,09/01/2012 12:00:00 AM,Bus Passengers,114140841,60260939
US-Canada Border,09/01/2012 12:00:00 AM,Bus Passengers,113946115,60126575
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Empty,43730767,20939558
US-Canada Border,09/01/2012 12:00:00 AM,Truck Containers Empty,43600271,20882722
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Full,24514223,11056974
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Full,24480056,11023415
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Empty,13224092,5563607
US-Canada Border,09/01/2012 12:00:00 AM,Rail Containers Empty,13191322,5544503
US-Mexico Border,09/01/2012 12:00:00 AM,Buses,6721210,3478728
US-Canada Border,09/01/2012 12:00:00 AM,Buses,6704466,3470642
US-Mexico Border,09/01/2012 12:00:00 AM,Train Passengers,4349503,2159153
US-Canada Border,09/01/2012 12:00:00 AM,Train Passengers,4349284,2153691
US-Mexico Border,09/01/2012 12:00:00 AM,Trains,659229,338403
US-Canada Border,09/01/2012 12:00:00 AM,Trains,658496,337603
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,4211174545,2328301615
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,4201395972,2323582636
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicles,1889392900,983099432
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicles,1884066211,980828020
US-Mexico Border,08/01/2012 12:00:00 AM,Pedestrians,761251171,384014957
US-Canada Border,08/01/2012 12:00:00 AM,Pedestrians,757942158,383069502
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Full,121713263,57138778
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Full,121420748,56976937
US-Mexico Border,08/01/2012 12:00:00 AM,Bus Passengers,113703282,59992026
US-Canada Border,08/01/2012 12:00:00 AM,Bus Passengers,113415487,59857412
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Empty,43502251,20825928
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Empty,43351303,20769095
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Full,24361005,10989773
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Full,24325808,10956261
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Empty,13131342,5525386
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Empty,13097482,5506324
US-Mexico Border,08/01/2012 12:00:00 AM,Buses,6693766,3462557
US-Canada Border,08/01/2012 12:00:00 AM,Buses,6674993,3454459
US-Mexico Border,08/01/2012 12:00:00 AM,Train Passengers,4322568,2148202
US-Canada Border,08/01/2012 12:00:00 AM,Train Passengers,4322345,2142753
US-Mexico Border,08/01/2012 12:00:00 AM,Trains,656146,336800
US-Canada Border,08/01/2012 12:00:00 AM,Trains,655408,336000
US-Mexico Border,07/01/2012 12:00:00 AM,Personal Vehicle Passengers,4193802638,2318864512
US-Canada Border,07/01/2012 12:00:00 AM,Personal Vehicle Passengers,4183724912,2314141746
US-Mexico Border,07/01/2012 12:00:00 AM,Personal Vehicles,1880388822,978558577
US-Canada Border,07/01/2012 12:00:00 AM,Personal Vehicles,1875160105,976286965
US-Mexico Border,07/01/2012 12:00:00 AM,Pedestrians,757874506,382127611
US-Canada Border,07/01/2012 12:00:00 AM,Pedestrians,754493139,381181146
US-Mexico Border,07/01/2012 12:00:00 AM,Trucks,177144836,88167200
US-Canada Border,07/01/2012 12:00:00 AM,Trucks,176728809,87943074
US-Mexico Border,07/01/2012 12:00:00 AM,Truck Containers Full,121085193,56815018
US-Canada Border,07/01/2012 12:00:00 AM,Truck Containers Full,120813197,56653129
US-Mexico Border,07/01/2012 12:00:00 AM,Bus Passengers,113114428,59722844
US-Canada Border,07/01/2012 12:00:00 AM,Bus Passengers,112791918,59588356
US-Mexico Border,07/01/2012 12:00:00 AM,Truck Containers Empty,43222083,20712356
US-Canada Border,07/01/2012 12:00:00 AM,Truck Containers Empty,43081860,20655656
US-Mexico Border,07/01/2012 12:00:00 AM,Rail Containers Full,24204021,10922670
US-Canada Border,07/01/2012 12:00:00 AM,Rail Containers Full,24170658,10889215
US-Mexico Border,07/01/2012 12:00:00 AM,Rail Containers Empty,13035211,5487250
US-Canada Border,07/01/2012 12:00:00 AM,Rail Containers Empty,12999772,5468238
US-Mexico Border,07/01/2012 12:00:00 AM,Buses,6662283,3446367
US-Canada Border,07/01/2012 12:00:00 AM,Buses,6643631,3438266
US-Mexico Border,07/01/2012 12:00:00 AM,Train Passengers,4279065,2137276
US-Canada Border,07/01/2012 12:00:00 AM,Train Passengers,4278768,2131881
US-Mexico Border,07/01/2012 12:00:00 AM,Trains,652932,335197
US-Canada Border,07/01/2012 12:00:00 AM,Trains,652175,334397
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,4176680193,2309420576
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,4167513764,2304693336
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicles,1871656548,974017083
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicles,1866629316,971744578
US-Mexico Border,06/01/2012 12:00:00 AM,Pedestrians,754426596,380238438
US-Canada Border,06/01/2012 12:00:00 AM,Pedestrians,751232003,379291127
US-Mexico Border,06/01/2012 12:00:00 AM,Trucks,176273058,87718868
US-Canada Border,06/01/2012 12:00:00 AM,Trucks,175842775,87494680
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Full,120484936,56491108
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Full,120192773,56329098
US-Mexico Border,06/01/2012 12:00:00 AM,Bus Passengers,112526997,59454004
US-Canada Border,06/01/2012 12:00:00 AM,Bus Passengers,112298706,59319642
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,42958697,20599024
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Empty,42824010,20542418
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Full,24054488,10855676
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Full,24018184,10822262
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Empty,12935478,5449219
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Empty,12902036,5430266
US-Mexico Border,06/01/2012 12:00:00 AM,Buses,6631647,3430172
US-Canada Border,06/01/2012 12:00:00 AM,Buses,6613773,3422067
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,4236601,2126460
US-Canada Border,06/01/2012 12:00:00 AM,Train Passengers,4236306,2121118
US-Mexico Border,06/01/2012 12:00:00 AM,Trains,649781,333595
US-Canada Border,06/01/2012 12:00:00 AM,Trains,649039,332794
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,4161928384,2299965366
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,4152471942,2295227546
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicles,1863621938,969473297
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicles,1858354299,967198109
US-Mexico Border,05/01/2012 12:00:00 AM,Pedestrians,751186018,378347114
US-Canada Border,05/01/2012 12:00:00 AM,Pedestrians,747764165,377398415
US-Mexico Border,05/01/2012 12:00:00 AM,Trucks,175361378,87270447
US-Canada Border,05/01/2012 12:00:00 AM,Trucks,174901197,87046297
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Full,119845200,56167008
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Full,119523034,56004977
US-Mexico Border,05/01/2012 12:00:00 AM,Bus Passengers,112038082,59185177
US-Canada Border,05/01/2012 12:00:00 AM,Bus Passengers,111815092,59050691
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Empty,42708538,20485865
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Empty,42573313,20429319
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Full,23896694,10788769
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Full,23863013,10755416
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Empty,12840323,5411302
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Empty,12800002,5392399
US-Mexico Border,05/01/2012 12:00:00 AM,Buses,6601708,3413966
US-Canada Border,05/01/2012 12:00:00 AM,Buses,6584021,3405855
US-Mexico Border,05/01/2012 12:00:00 AM,Train Passengers,4202021,2115749
US-Canada Border,05/01/2012 12:00:00 AM,Train Passengers,4201725,2110441
US-Mexico Border,05/01/2012 12:00:00 AM,Trains,646660,331992
US-Canada Border,05/01/2012 12:00:00 AM,Trains,645900,331191
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,4147423245,2290489678
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,4137832682,2285740487
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicles,1855575152,964924752
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicles,1850460305,962646874
US-Mexico Border,04/01/2012 12:00:00 AM,Pedestrians,747725092,376453604
US-Canada Border,04/01/2012 12:00:00 AM,Pedestrians,744288993,375504061
US-Mexico Border,04/01/2012 12:00:00 AM,Trucks,174395581,86822177
US-Canada Border,04/01/2012 12:00:00 AM,Trucks,173977700,86598204
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Full,119146698,55842941
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Full,118860948,55681039
US-Mexico Border,04/01/2012 12:00:00 AM,Bus Passengers,111558213,58916088
US-Canada Border,04/01/2012 12:00:00 AM,Bus Passengers,111314083,58781453
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Empty,42461115,20372829
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Empty,42338508,20316338
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Full,23750803,10721978
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Full,23718226,10688656
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Empty,12740234,5373502
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Empty,12699775,5354661
US-Mexico Border,04/01/2012 12:00:00 AM,Buses,6572999,3397747
US-Canada Border,04/01/2012 12:00:00 AM,Buses,6555708,3389627
US-Mexico Border,04/01/2012 12:00:00 AM,Train Passengers,4175116,2105106
US-Canada Border,04/01/2012 12:00:00 AM,Train Passengers,4174827,2099812
US-Mexico Border,04/01/2012 12:00:00 AM,Trains,643626,330388
US-Canada Border,04/01/2012 12:00:00 AM,Trains,642865,329587
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,4133139936,2280991533
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,4123669258,2276230226
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicles,1847909612,960370429
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicles,1842629614,958088837
US-Mexico Border,03/01/2012 12:00:00 AM,Pedestrians,744266777,374558458
US-Canada Border,03/01/2012 12:00:00 AM,Pedestrians,740617529,373608051
US-Mexico Border,03/01/2012 12:00:00 AM,Trucks,173506320,86374154
US-Canada Border,03/01/2012 12:00:00 AM,Trucks,173047354,86150164
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Full,118507045,55519039
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Full,118187526,55357116
US-Mexico Border,03/01/2012 12:00:00 AM,Bus Passengers,111117301,58646754
US-Canada Border,03/01/2012 12:00:00 AM,Bus Passengers,110873632,58511869
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Empty,42240460,20259870
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Empty,42103689,20203365
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Full,23598034,10655247
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Full,23563306,10621975
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Empty,12640151,5335828
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Empty,12601239,5317051
US-Mexico Border,03/01/2012 12:00:00 AM,Buses,6547632,3381508
US-Canada Border,03/01/2012 12:00:00 AM,Buses,6530238,3373369
US-Mexico Border,03/01/2012 12:00:00 AM,Train Passengers,4158429,2094491
US-Canada Border,03/01/2012 12:00:00 AM,Train Passengers,4158117,2089185
US-Mexico Border,03/01/2012 12:00:00 AM,Trains,640052,328784
US-Canada Border,03/01/2012 12:00:00 AM,Trains,639302,327983
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,4118881719,2271468785
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,4110219659,2266695108
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,1840079862,955809093
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,1835192998,953524156
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,740590404,372662151
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,737248020,371711432
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,172561939,85926202
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,172144702,85702337
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,117827529,55195182
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,117539460,55033341
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,110723579,58376916
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,110526578,58241653
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,41996581,20146921
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,41868176,20090462
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,23440034,10588621
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,23407246,10555414
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,12539425,5298277
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,12503300,5279566
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,6523241,3365233
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6507227,3357073
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,4142651,2083853
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,4142373,2078533
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,636895,327181
US-Canada Border,02/01/2012 12:00:00 AM,Trains,636177,326381
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,4106356148,2261919138
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,4096877687,2257128393
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicles,1833011926,951240039
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicles,1827831232,948949723
US-Mexico Border,01/01/2012 12:00:00 AM,Pedestrians,737228653,370764446
US-Canada Border,01/01/2012 12:00:00 AM,Pedestrians,733832567,369812591
US-Mexico Border,01/01/2012 12:00:00 AM,Trucks,171693584,85478393
US-Canada Border,01/01/2012 12:00:00 AM,Trucks,171278011,85254458
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Full,117202642,54871408
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Full,116920798,54709509
US-Mexico Border,01/01/2012 12:00:00 AM,Bus Passengers,110392617,58106200
US-Canada Border,01/01/2012 12:00:00 AM,Bus Passengers,110155412,57970391
US-Mexico Border,01/01/2012 12:00:00 AM,Truck Containers Empty,41768412,20034043
US-Canada Border,01/01/2012 12:00:00 AM,Truck Containers Empty,41634172,19977590
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Full,23293873,10522119
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Full,23268357,10488945
US-Mexico Border,01/01/2012 12:00:00 AM,Rail Containers Empty,12446644,5260852
US-Canada Border,01/01/2012 12:00:00 AM,Rail Containers Empty,12410438,5242187
US-Mexico Border,01/01/2012 12:00:00 AM,Buses,6500490,3348912
US-Canada Border,01/01/2012 12:00:00 AM,Buses,6483581,3340726
US-Mexico Border,01/01/2012 12:00:00 AM,Train Passengers,4130324,2073186
US-Canada Border,01/01/2012 12:00:00 AM,Train Passengers,4130125,2067843
US-Mexico Border,01/01/2012 12:00:00 AM,Trains,633997,325578
US-Canada Border,01/01/2012 12:00:00 AM,Trains,633315,324777
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,4093144814,2252337379
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicle Passengers,4082898350,2247531093
US-Mexico Border,12/01/2011 12:00:00 AM,Personal Vehicles,1825704350,946660969
US-Canada Border,12/01/2011 12:00:00 AM,Personal Vehicles,1820351551,944365816
US-Mexico Border,12/01/2011 12:00:00 AM,Pedestrians,733815445,368864622
US-Canada Border,12/01/2011 12:00:00 AM,Pedestrians,730061993,367911748
US-Mexico Border,12/01/2011 12:00:00 AM,Trucks,170825510,85030438
US-Canada Border,12/01/2011 12:00:00 AM,Trucks,170443534,84806430
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Full,116581527,54547501
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Full,116340215,54385532
US-Mexico Border,12/01/2011 12:00:00 AM,Bus Passengers,110032345,57834492
US-Canada Border,12/01/2011 12:00:00 AM,Bus Passengers,109786296,57698206
US-Mexico Border,12/01/2011 12:00:00 AM,Truck Containers Empty,41535610,19921193
US-Canada Border,12/01/2011 12:00:00 AM,Truck Containers Empty,41422125,19864758
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Full,23154922,10455666
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Full,23125932,10422508
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Empty,12357356,5223520
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Empty,12323237,5204894
US-Mexico Border,12/01/2011 12:00:00 AM,Buses,6476822,3332541
US-Canada Border,12/01/2011 12:00:00 AM,Buses,6457529,3324332
US-Mexico Border,12/01/2011 12:00:00 AM,Train Passengers,4117170,2062473
US-Canada Border,12/01/2011 12:00:00 AM,Train Passengers,4116875,2057108
US-Mexico Border,12/01/2011 12:00:00 AM,Trains,631115,323974
US-Canada Border,12/01/2011 12:00:00 AM,Trains,630416,323172
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4078100951,2242726467
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4069107620,2237909211
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicles,1817822492,942072660
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicles,1812868301,939774104
US-Mexico Border,11/01/2011 12:00:00 AM,Pedestrians,730038208,366963710
